StartDate,EndDate,AssetID,MachineName,MachineType,OEM,Model,VIN,Manufacturing year,EngineType,EmissionStandard,Site,Group,Active (hh:mm),Idle (hh:mm),Total On (hh:mm),Off (hh:mm),Idle (%),Utilisation (%),Fuel (L),Fuel burn (l/h),CO2 Emissions (t),Tips,Indicative payload (t),Data Level (%),Telematics found,Activity Data Source,Location Data Source,Hour Meter Data Source,Productivity Data Source,Fuel Data Source,Ownership type,Owner,Note,Subscriptions
2023/07/31,2023/08/01,CQS1BP,CQ Series 1 Bottom Pump,PUMP,OTHER,,,,,,SYLACAUGA,UNALLOCATED,12:16,,12:16,00:31,,,,,,,,50,Yes,MaxTracker 354017111266942,MaxTracker 354017111266942,MaxTracker 354017111266942,,,,,,
2023/07/31,2023/08/01,CQS1TP,CQ Series 1 Top Pump,PUMP,OTHER,,,,,,SYLACAUGA,UNALLOCATED,11:28,,11:28,21:28,,,,,,,,100,Yes,MaxTracker 354017111286312,MaxTracker 354017111286312,MaxTracker 354017111286312,,,,,,
2023/07/31,2023/08/01,CQS2BP,CQ Series 2 Bottom Pump,PUMP,OTHER,,,,,,SYLACAUGA,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 354017111267528,MaxTracker 354017111267528,MaxTracker 354017111267528,,,,,,
2023/07/31,2023/08/01,CQS2TP,CQ Series 2 Top Pump,PUMP,OTHER,,,,,,SYLACAUGA,UNALLOCATED,32:53,,32:53,00:00,,,,,,,,100,Yes,MaxTracker 354017111260572,MaxTracker 354017111260572,MaxTracker 354017111260572,,,,,,
2023/07/31,2023/08/01,Camion2,Camion2,TIPPER_TRUCK,OTHER,,,,,,VILLERS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 352625696830973,MaxTracker 352625696830973,MaxTracker 352625696830973,,,,,,
2023/07/31,2023/08/01,Chargeuse usine,Chargeuse usine,WHEELED_LOADER,OTHER,,,,,,VILLERS,UNALLOCATED,01:17,00:00,01:17,26:57,0,100,,,,,,100,Yes,MaxTracker 352625696835881,MaxTracker 352625696835881,MaxTracker 352625696835881,,,,,,
2023/07/31,2023/08/01,Chariot 1,Chariot 1,DIESEL_FORKLIFT,OTHER,,,,,,VILLERS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 357544372069225,MaxTracker 357544372069225,MaxTracker 357544372069225,,,,,,
2023/07/31,2023/08/01,D02,D02,DOZER,CATERPILLAR,,,,,,ANNESLEY MINE,UNALLOCATED,00:00,00:00,00:00,38:29,,,,,,,,100,Yes,MaxActive - LoRa 4CBC9831F24CCB12,MaxActive - LoRa 4CBC9831F24CCB12,MaxActive - LoRa 4CBC9831F24CCB12,,,,,,
2023/07/31,2023/08/01,D120-1,D120,GRADER,KOMATSU,GD675,65042,,Diesel,,CORNWALL,WA,14:40,01:24,16:04,21:15,8.7,91.3,152,9.46,0.4,,,100,Yes,MaxActive - LoRa 4CBC9831BC75484E,MaxActive - LoRa 4CBC9831BC75484E,MaxActive - LoRa 4CBC9831BC75484E,Komatsu - AEMP 2.0,Komatsu - AEMP 2.0,,,,
2023/07/31,2023/08/01,D20,D20,DUMP_TRUCK_DUMPER,KOMATSU,HD605-8,30217,,,,GLOMEL,UNALLOCATED,,,,,,,0,,0,,,0,Yes,MaxActive - LoRa 4CBC98319545281D,MaxActive - LoRa 4CBC98319545281D,MaxActive - LoRa 4CBC98319545281D,Komatsu - AEMP 2.0,Komatsu - AEMP 2.0,,,,
2023/07/31,2023/08/01,D21,D21,DUMP_TRUCK,KOMATSU,,35096,,Diesel,,GLOMEL,UNALLOCATED,00:00,00:00,00:00,37:14,,,,,,,,100,Yes,MaxActive - Cellular 860186054914540,MaxActive - Cellular 860186054914540,MaxActive - Cellular 860186054914540,,,LEASED,,,
2023/07/31,2023/08/01,D5_8167,Dozer5_SAIIA,DOZER,VOLVO,,,,,,SYLACAUGA,UNALLOCATED,00:00,00:00,00:00,29:26,,,,,,,,100,Yes,MaxActive - Cellular 868963040423949,MaxActive - Cellular 868963040423949,MaxActive - Cellular 868963040423949,,,,,,
2023/07/31,2023/08/01,D6-CAT,D6-CAT,DOZER,CATERPILLAR,,,,Diesel,,TOURNON SAINT MARTIN,UNALLOCATED,,,,,,,,,,,,0,No,,,,,,OWNED,Imerys,,
2023/07/31,2023/08/01,DB -Moteur,DB -Moteur,DRILL,OTHER,,,,Diesel,,CLERAC,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 357544370710911,MaxTracker 357544370710911,MaxTracker 357544370710911,,,OWNED,,,
2023/07/31,2023/08/01,DDT00551,DDT00551,OTHER,CATERPILLAR,,DDT00551,,,,LAKEVIEW,UNALLOCATED,,,,,,,,,,0,,0,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,DOZER,CAT DOZER,DOZER,CATERPILLAR,D6R2,,,,,MALAYSIA,UNALLOCATED,,,,,,,,,,,,0,No,,,,,,,,,
2023/07/31,2023/08/01,DT - 814,Dump Truck  814,DUMP TRUCK,KOMATSU,465-7,,2004,Diesel,,THREE SPRINGS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 866907058888826,MaxTracker 866907058888826,MaxTracker 866907058888826,,,OWNED,Imerys,,
2023/07/31,2023/08/01,DT -136,Dump Truck 136,DUMP_TRUCK,KOMATSU,HD465-7,,2008,Diesel,,THREE SPRINGS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 866907058920611,MaxTracker 866907058920611,MaxTracker 866907058920611,,,OWNED,Imerys,,
2023/07/31,2023/08/01,DT -137,Dump Truck 137,DUMP_TRUCK,KOMATSU,HD465-7,,2008,Diesel,,THREE SPRINGS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 866907058927095,MaxTracker 866907058927095,MaxTracker 866907058927095,,,OWNED,Imerys,,
2023/07/31,2023/08/01,DT -139,Dump Truck 139,DUMP_TRUCK,KOMATSU,HD465-7,,,Diesel,,THREE SPRINGS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 866907058926865,MaxTracker 866907058926865,MaxTracker 866907058926865,,,OWNED,Imerys,,
2023/07/31,2023/08/01,DT06,Dump Truck  06,DUMP_TRUCK,KOMATSU,HD465-7,,2004,Diesel,,THREE SPRINGS,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 866907058925925,MaxTracker 866907058925925,MaxTracker 866907058925925,,,,,,
2023/07/31,2023/08/01,DZ2319,DOZ 01,DOZER,KOMATSU,D65EX-16,,,,,RHINO MINE,UNALLOCATED,05:20,00:06,05:26,33:18,1.9,98.1,,,,,,100,Yes,MaxActive - LoRa 4CBC983161687C49,MaxActive - LoRa 4CBC983161687C49,MaxActive - LoRa 4CBC983161687C49,,,,,,
2023/07/31,2023/08/01,Diesel truck 2645,diesel & water truck,VEHICLE,OTHER,HIno 500,,,,,MALAYSIA,UNALLOCATED,,,,,,,,,,,,0,No,,,,,,,,,
2023/07/31,2023/08/01,Dores Electric pump,Doreys Eletric surface pump,PUMP,OTHER,H100 Selwoods,,,,,DORSET,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - Cellular 867198057161568,,MaxActive - Cellular 867198057161568,,,,,,
2023/07/31,2023/08/01,E-215P,EXC 215,EXCAVATOR,OTHER,SY 215,,,,,RANONG,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC9832114580D1,,MaxActive - LoRa 4CBC9832114580D1,,,,,,
2023/07/31,2023/08/01,E-415,EXC 345 GC_415,EXCAVATOR,CATERPILLAR,345 GC,,,,,RANONG,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC9832119002C8,,MaxActive - LoRa 4CBC9832119002C8,,,,,,
2023/07/31,2023/08/01,E217,E217,WHEELED_LOADER,LIEBHERR,L580,,,,,CORNWALL,UNALLOCATED,07:50,01:58,09:48,05:16,20,80,,,,,,50,Yes,MaxActive - LoRa 4CBC9831E97183F4,MaxActive - LoRa 4CBC9831E97183F4,MaxActive - LoRa 4CBC9831E97183F4,,,,,,
2023/07/31,2023/08/01,E218,E218,WHEELED_LOADER,LIEBHERR,L576,,,Diesel,,CORNWALL,UNALLOCATED,13:34,00:10,13:43,23:53,1.2,98.8,,,,,,100,Yes,MaxActive - LoRa 4CBC983174CF465D,,MaxActive - LoRa 4CBC983174CF465D,,,,,,
2023/07/31,2023/08/01,E220 RFS Hitachi ZW310,E220,WHEELED_LOADER,HITACHI,ZW310,,,Diesel,,CORNWALL,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC9831AB2920D9,MaxActive - LoRa 4CBC9831AB2920D9,MaxActive - LoRa 4CBC9831AB2920D9,,,,RFS,,
2023/07/31,2023/08/01,E384,E384,WHEELED_LOADER,UNKNOWN,,DJK00238,,,,CORNWALL,WA2,07:35,01:04,08:39,28:56,12.2,87.8,163,18.85,0.43,0,,100,Yes,MaxActive - LoRa 4CBC9831C2D2032F,MaxActive - LoRa 4CBC9831C2D2032F,MaxActive - LoRa 4CBC9831C2D2032F,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,E386,E386,WHEELED_LOADER,CATERPILLAR,988KXE,E8X00452,,Diesel,,CORNWALL,UNALLOCATED,,,,,,,,,,0,,0,Yes,MaxActive - LoRa 4CBC9831BE75B103,MaxActive - LoRa 4CBC9831BE75B103,MaxActive - LoRa 4CBC9831BE75B103,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,E388,E388,WHEELED_LOADER,CATERPILLAR,988K,,,Diesel,,CORNWALL,WA,25:18,01:14,26:32,10:58,4.7,95.3,,,,,,100,Yes,MaxActive - LoRa 4CBC983193667924,MaxActive - LoRa 4CBC983193667924,MaxActive - LoRa 4CBC983193667924,,,LEASED,Finning,Cover E385 Refurb,
2023/07/31,2023/08/01,EBDA1,EXC 002 - HITACH,EXCAVATOR,HITACHI,,,,Diesel,,RHINO MINE,UNALLOCATED,,,,,,,,,,,,0,No,,,,,,RENTED,TAU,,
2023/07/31,2023/08/01,EBF10011,EBF10011,OTHER,CATERPILLAR,,EBF10011,,,,SYLACAUGA,UNALLOCATED,,,,,,,,,,0,,0,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,EC380,EC380,EXCAVATOR,VOLVO,,,,Diesel,,TOURNON SAINT MARTIN,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 357544370712958,MaxTracker 357544370712958,MaxTracker 357544370712958,,,LEASED,,,
2023/07/31,2023/08/01,EH-08,Rompedor Hidraulico EH-08,DRILL,KOMATSU,PC200,,,Diesel,,CACHOEIRO,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983211D2BABF,,MaxActive - LoRa 4CBC983211D2BABF,,,RENTED,,"It is a hydraulic breaker, not a drill. However, there were no such a choice in the list, so drill was chosen given they have similar dimensions.",
2023/07/31,2023/08/01,EH-09,Escavadeira Hidraulica EH-09,EXCAVATOR,KOMATSU,PC200-09,,,Diesel,,CACHOEIRO,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983211A46A61,,MaxActive - LoRa 4CBC983211A46A61,,,RENTED,,,
2023/07/31,2023/08/01,EH-15,Escavadeira Hidraulica EH-15,EXCAVATOR,KOMATSU,PC210-15,,,Diesel,,CACHOEIRO,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC9832116FD0E1,,MaxActive - LoRa 4CBC9832116FD0E1,,,RENTED,,,
2023/07/31,2023/08/01,EJC467,324 DLN,EXCAVATOR,OTHER,324 DLN,EJC00467,2007,Diesel,,QUARTZ DE DORDOGNE,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxTracker 354018118822489,MaxTracker 354018118822489,MaxTracker 354018118822489,,,leasing,,,
2023/07/31,2023/08/01,EK500217,EK500217,OTHER,CATERPILLAR,,EK500217,,,,FERNLEY,UNALLOCATED,00:42,,00:42,,,100,,,,0,,100,Yes,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,EX-108-LL,Excavator lowland,EXCAVATOR,VOLVO,EX 480DL,,,,,MALAYSIA,UNALLOCATED,,,,,,,,,,,,0,No,,,,,,,,,
2023/07/31,2023/08/01,EX-PC700,EX-PC700,EXCAVATOR,KOMATSU,PC 700,,,,,RHINO MINE,UNALLOCATED,00:06,00:00,00:06,00:00,0,100,,,,,,50,Yes,MaxActive - LoRa 4CBC9831E141E274,MaxActive - LoRa 4CBC9831E141E274,MaxActive - LoRa 4CBC9831E141E274,,,,,,
2023/07/31,2023/08/01,EX11,EX11,EXCAVATOR,CATERPILLAR,,,,,,ANNESLEY MINE,UNALLOCATED,13:47,01:41,15:28,23:08,11,89,,,,,,100,Yes,MaxActive - LoRa 4CBC9831B1728046,MaxActive - LoRa 4CBC9831B1728046,MaxActive - LoRa 4CBC9831B1728046,,,,,,
2023/07/31,2023/08/01,EXC19,EXC19,EXCAVATOR,CATERPILLAR,,,,,,ANNESLEY MINE,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - Cellular 867035049896457,MaxActive - Cellular 867035049896457,MaxActive - Cellular 867035049896457,,,,,,
2023/07/31,2023/08/01,EX_2050,336 Long reach EX,EXCAVATOR,CATERPILLAR,,,,,,SYLACAUGA,UNALLOCATED,04:06,07:05,11:11,18:03,63.4,36.6,,,,,,100,Yes,MaxActive - Cellular 868963040305757,MaxActive - Cellular 868963040305757,MaxActive - Cellular 868963040305757,,,,,,
2023/07/31,2023/08/01,EYE7982,Caminhao EYE7982,DUMP_TRUCK,VOLVO,330,,,Diesel,,CACHOEIRO,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983211CE1675,,MaxActive - LoRa 4CBC983211CE1675,,,RENTED,,,
2023/07/31,2023/08/01,EYE7992,Caminhao EYE7992,DUMP_TRUCK,VOLVO,330,,,,,CACHOEIRO,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983211CE440D,,MaxActive - LoRa 4CBC983211CE440D,,,RENTED,,,
2023/07/31,2023/08/01,Ex 80 LL,Excavator 80 Lowland,EXCAVATOR,VOLVO,EX 290,,,,,MALAYSIA,UNALLOCATED,,,,,,,,,,,,0,No,,,,,,Mining Contractor,SE,,
2023/07/31,2023/08/01,Ex-05,Komatsu 350-8,EXCAVATOR,KOMATSU,Komatsu 350-8,,2019,Diesel,,YBB - VIETNAM,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - Cellular 862315060780920,MaxActive - Cellular 862315060780920,MaxActive - Cellular 862315060780920,,,,Mining contractor,,
2023/07/31,2023/08/01,Excavator SE 107,Excavator SE 107,EXCAVATOR,VOLVO,480,,,,,MALAYSIA,UNALLOCATED,10:21,01:18,11:40,26:13,11.2,88.8,,,,,,100,Yes,MaxTracker 357544370692507,MaxTracker 357544370692507,MaxTracker 357544370692507,,,contractor,Spring Energy,,
2023/07/31,2023/08/01,FEL 01,FEL 01,KOMATSU,KOMATSU,WA480-6A,,,,,RHINO MINE,UNALLOCATED,00:29,00:00,00:29,38:25,0,100,,,,,,100,Yes,MaxActive - LoRa 4CBC983178D35C14,MaxActive - LoRa 4CBC983178D35C14,MaxActive - LoRa 4CBC983178D35C14,,,,,,
2023/07/31,2023/08/01,FEL 02,FEL 02,WHEELED_LOADER,KOMATSU,430,,,,,RHINO MINE,UNALLOCATED,24:05,01:52,25:56,12:21,7.2,92.8,,,,,,100,Yes,MaxActive - LoRa 4CBC98316D15BA12,MaxActive - LoRa 4CBC98316D15BA12,MaxActive - LoRa 4CBC98316D15BA12,,,,,,
2023/07/31,2023/08/01,FEL 03,FEL 03,WHEEL_LOADER,KOMATSU,WA430-6,,,,,RHINO MINE,UNALLOCATED,10:20,01:49,12:09,26:42,15,85,,,,,,100,Yes,MaxActive - LoRa 4CBC98316D77E697,MaxActive - LoRa 4CBC98316D77E697,MaxActive - LoRa 4CBC98316D77E697,,,,,,
2023/07/31,2023/08/01,G648,G648,DUMP_TRUCK_DUMPER,VOLVO,A40G,,,Diesel,,CORNWALL,WA4,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983198016F27,MaxActive - LoRa 4CBC983198016F27,MaxActive - LoRa 4CBC983198016F27,,,,,,
2023/07/31,2023/08/01,G649,G649,DUMP_TRUCK_DUMPER,VOLVO,A40G,,,Diesel,,CORNWALL,WA4,11:55,02:06,14:01,23:57,15,85,,,,,,100,Yes,MaxActive - LoRa 4CBC98313882C97F,MaxActive - LoRa 4CBC98313882C97F,MaxActive - LoRa 4CBC98313882C97F,,,,,,
2023/07/31,2023/08/01,G650,G650,DUMP_TRUCK_DUMPER,VOLVO,A40G,,,Diesel,,CORNWALL,WA4,14:14,00:17,14:32,23:18,2,98,,,,,,100,Yes,MaxActive - LoRa 4CBC9831E6E4E331,MaxActive - LoRa 4CBC9831E6E4E331,MaxActive - LoRa 4CBC9831E6E4E331,,,,,,
2023/07/31,2023/08/01,G651,G651,DUMP_TRUCK,VOLVO,A40G,352805,,Diesel,,CORNWALL,R,13:11,00:00,13:11,24:51,0,100,,,,,,100,Yes,MaxActive - LoRa 4CBC9831AA8EFA37,MaxActive - LoRa 4CBC9831AA8EFA37,MaxActive - LoRa 4CBC9831AA8EFA37,,,,,,
2023/07/31,2023/08/01,G652,G652,DUMP_TRUCK_DUMPER,VOLVO,A40G,352803,,,,CORNWALL,WA+,00:07,00:00,00:07,37:55,0,100,,,,,,100,Yes,MaxActive - LoRa 4CBC9831F6A995DA,MaxActive - LoRa 4CBC9831F6A995DA,MaxActive - LoRa 4CBC9831F6A995DA,,,,,,
2023/07/31,2023/08/01,G654,G654,DUMP_TRUCK,VOLVO,A40G,,,Diesel,,CORNWALL,WA4,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983221C10BB7,MaxActive - LoRa 4CBC983221C10BB7,MaxActive - LoRa 4CBC983221C10BB7,,,,,,
2023/07/31,2023/08/01,G655,G655,DUMP_TRUCK,VOLVO,A40G,,,Diesel,,CORNWALL,WA3,12:08,00:00,12:08,25:42,0,100,,,,,,100,Yes,MaxActive - LoRa 4CBC9831ACF2AFBF,MaxActive - LoRa 4CBC9831ACF2AFBF,MaxActive - LoRa 4CBC9831ACF2AFBF,,,,,,
2023/07/31,2023/08/01,G656,G656,DUMP_TRUCK,VOLVO,A40G,,,Diesel,,CORNWALL,CA1,10:49,03:21,14:10,23:45,23.7,76.3,,,,,,100,Yes,MaxActive - LoRa 4CBC9831DA899BAF,MaxActive - LoRa 4CBC9831DA899BAF,MaxActive - LoRa 4CBC9831DA899BAF,,,RENTED,CPI,,
2023/07/31,2023/08/01,G657,G657,DUMP_TRUCK,VOLVO,A40G,,,Diesel,,CORNWALL,CA1,00:29,00:14,00:43,37:20,32,68,,,,,,100,Yes,MaxActive - LoRa 4CBC9831AD5A424A,MaxActive - LoRa 4CBC9831AD5A424A,MaxActive - LoRa 4CBC9831AD5A424A,,,RENTED,CPI,,
2023/07/31,2023/08/01,G658,G658,DUMP_TRUCK,VOLVO,A40G,,,Diesel,,CORNWALL,WA4,13:53,00:22,14:15,22:59,2.6,97.4,,,,,,100,Yes,MaxActive - LoRa 4CBC983221D4EA7C,MaxActive - LoRa 4CBC983221D4EA7C,MaxActive - LoRa 4CBC983221D4EA7C,,,RENTED,CPI,,
2023/07/31,2023/08/01,G661,G661,DUMP_TRUCK,KOMATSU,HM400,,,Diesel,,CORNWALL,WA4,00:00,00:00,00:00,37:53,,,,,,,,100,Yes,MaxActive - LoRa 4CBC983221D6812D,MaxActive - LoRa 4CBC983221D6812D,MaxActive - LoRa 4CBC983221D6812D,,,RENTED,CPI,,
2023/07/31,2023/08/01,G663,G663,DUMP_TRUCK_DUMPER,VOLVO,A40G,,,Diesel,,CORNWALL,UNALLOCATED,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC983189DFF186,,MaxActive - LoRa 4CBC983189DFF186,,,,,,
2023/07/31,2023/08/01,G665,G665,DUMP_TRUCK,VOLVO,A40G,353239,,Diesel,,CORNWALL,UNALLOCATED,12:47,01:40,14:28,23:33,11.6,88.4,,,,,,100,Yes,MaxActive - LoRa 4CBC9831992F873E,MaxActive - LoRa 4CBC9831992F873E,MaxActive - LoRa 4CBC9831992F873E,,,RENTED,CPI,,
2023/07/31,2023/08/01,G666,G666,DUMP_TRUCK,VOLVO,A40G,353234,,Diesel,,CORNWALL,UNALLOCATED,14:03,00:32,14:35,22:51,3.6,96.4,,,,,,100,Yes,MaxActive - LoRa 4CBC983221D39E03,MaxActive - LoRa 4CBC983221D39E03,MaxActive - LoRa 4CBC983221D39E03,,,RENTED,CPI,,
2023/07/31,2023/08/01,G668,G668,DUMP_TRUCK_DUMPER,VOLVO,A40G,353337,,Diesel,,CORNWALL,UNALLOCATED,04:04,02:25,06:29,31:16,37.4,62.6,,,,,,100,Yes,MaxActive - LoRa 4CBC9831BBE58094,MaxActive - LoRa 4CBC9831BBE58094,MaxActive - LoRa 4CBC9831BBE58094,,,RENTED,CPI,,
2023/07/31,2023/08/01,G669,G669,DUMP_TRUCK_DUMPER,VOLVO,A40G,,,Diesel,,CORNWALL,CA,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC9832210E74C5,MaxActive - LoRa 4CBC9832210E74C5,MaxActive - LoRa 4CBC9832210E74C5,,,LEASED,CPI,,
2023/07/31,2023/08/01,G670,G670,DUMP_TRUCK_DUMPER,VOLVO,A40G,,,Diesel,,CORNWALL,CA,14:05,00:55,15:00,21:12,6.2,93.8,,,,,,100,Yes,MaxActive - LoRa 4CBC9831927D7DDF,MaxActive - LoRa 4CBC9831927D7DDF,MaxActive - LoRa 4CBC9831927D7DDF,,,LEASED,,,
2023/07/31,2023/08/01,G671,G671,DUMP_TRUCK_DUMPER,VOLVO,A40G,,,Diesel,,CORNWALL,CA,07:29,03:08,10:37,26:44,29.5,70.5,,,,,,100,Yes,MaxActive - LoRa 4CBC983171D5272B,MaxActive - LoRa 4CBC983171D5272B,MaxActive - LoRa 4CBC983171D5272B,,,RENTED,CPI,,
2023/07/31,2023/08/01,G672,G672,DUMP_TRUCK_DUMPER,VOLVO,A40G,353473,,Diesel,,CORNWALL,CA,12:55,00:04,12:59,23:08,0.5,99.5,,,,,,100,Yes,MaxActive - LoRa 4CBC9831E3408DA9,MaxActive - LoRa 4CBC9831E3408DA9,MaxActive - LoRa 4CBC9831E3408DA9,,,LEASED,CPI,,
2023/07/31,2023/08/01,G8,G8,GRADER,CATERPILLAR,,,,,,ANNESLEY MINE,UNALLOCATED,03:14,03:53,07:06,31:44,54.5,45.5,,,,,,100,Yes,MaxActive - LoRa 4CBC983160C45F22,MaxActive - LoRa 4CBC983160C45F22,MaxActive - LoRa 4CBC983160C45F22,,,,,,
2023/07/31,2023/08/01,G970,G970,DUMP_TRUCK_DUMPER,CATERPILLAR,775G,RFM00754,,,,CORNWALL,WA1,,,,,,,1,,0,0,,0,Yes,MaxActive - LoRa 4CBC9831F2AF1139,MaxActive - LoRa 4CBC9831F2AF1139,MaxActive - LoRa 4CBC9831F2AF1139,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,G971,G971,DUMP_TRUCK_DUMPER,CATERPILLAR,775G,RFM00805,,,,CORNWALL,WA1,07:56,07:32,15:28,22:22,48.7,51.3,626,40.48,1.65,29,1698.0,100,Yes,MaxActive - LoRa 4CBC983221BFD994,MaxActive - LoRa 4CBC983221BFD994,MaxActive - LoRa 4CBC983221BFD994,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,G972,G972,DUMP_TRUCK_DUMPER,CATERPILLAR,775G,RFM00806,,,,CORNWALL,WA1,09:52,00:49,10:40,27:10,7.5,92.5,423,39.63,1.12,16,1017.0,100,Yes,MaxActive - LoRa 4CBC9831EF1B4AF1,MaxActive - LoRa 4CBC9831EF1B4AF1,MaxActive - LoRa 4CBC9831EF1B4AF1,CAT - AEMP 2.0,CAT - AEMP 2.0,,,Training,
2023/07/31,2023/08/01,G974,G974,DUMP_TRUCK_DUMPER,CATERPILLAR,775G,RFM00810,,,,CORNWALL,WA1,07:50,02:21,10:11,27:29,23,77,215,21.1,0.57,0,,100,Yes,MaxActive - LoRa 4CBC983221EE7D3E,MaxActive - LoRa 4CBC983221EE7D3E,MaxActive - LoRa 4CBC983221EE7D3E,CAT - AEMP 2.0,CAT - AEMP 2.0,,,Service & Repair 24-08-2022,
2023/07/31,2023/08/01,G975,G975,DUMP_TRUCK_DUMPER,CATERPILLAR,775G,RFM00811,,,,CORNWALL,WA2,13:30,01:53,15:23,21:57,12.3,87.7,611,39.71,1.61,28,1771.0,100,Yes,MaxActive - LoRa 4CBC983221D736EB,MaxActive - LoRa 4CBC983221D736EB,MaxActive - LoRa 4CBC983221D736EB,CAT - AEMP 2.0,CAT - AEMP 2.0,,,,
2023/07/31,2023/08/01,G984,G984,DUMP_TRUCK,CATERPILLAR,775G,MJS02284,2021,Diesel,,CORNWALL,WA2,13:14,02:20,15:34,22:05,14.9,85.1,628,40.34,1.66,31,1756.0,100,Yes,MaxActive - LoRa 4CBC983221D66A02,MaxActive - LoRa 4CBC983221D66A02,MaxActive - LoRa 4CBC983221D66A02,CAT - AEMP 2.0,CAT - AEMP 2.0,LEASED,Finning,,
2023/07/31,2023/08/01,G985,G985,DUMP_TRUCK,CATERPILLAR,775G,MJS02334,,Diesel,,CORNWALL,WA2,03:02,00:00,03:02,34:26,0,100,,,,,,100,Yes,MaxActive - LoRa 4CBC9831C643B5B5,MaxActive - LoRa 4CBC9831C643B5B5,MaxActive - LoRa 4CBC9831C643B5B5,,,LEASED,Finning,,
2023/07/31,2023/08/01,G986,G986,DUMP_TRUCK_DUMPER,CATERPILLAR,775G,,,Diesel,,CORNWALL,WA1,13:36,02:01,15:38,21:51,12.9,87.1,,,,,,100,Yes,MaxActive - LoRa 4CBC9831E6E6AD96,MaxActive - LoRa 4CBC9831E6E6AD96,MaxActive - LoRa 4CBC9831E6E6AD96,,,LEASED,Finning,,
2023/07/31,2023/08/01,G987,G987,DUMP_TRUCK_DUMPER,CATERPILLAR,775G,,,Diesel,,CORNWALL,WA2,04:44,01:29,06:14,31:23,24,76,,,,,,100,Yes,MaxActive - LoRa 4CBC9831BE626EEA,MaxActive - LoRa 4CBC9831BE626EEA,MaxActive - LoRa 4CBC9831BE626EEA,,,LEASED,Finning,,
2023/07/31,2023/08/01,GB90131,FLT 90131,DIESEL_FORKLIFT,OTHER,,GB90131,,,,DEVON,DEVON - Forklifts,,,,,,,,,,,,0,Yes,MaxActive - LoRa 4CBC98310B1C1086,,MaxActive - LoRa 4CBC98310B1C1086,,,,,,
2023/07/31,2023/08/01,GN18BUV,GN18BUZ - Water Bowser PRW,TRACTOR,NEW_HOLLAND,T7.225,102070,,Diesel,,CORNWALL,WA,00:14,00:09,00:23,23:10,38.2,61.8,,,,,,100,Yes,MaxActive - LoRa 4CBC9831E59DABF9,MaxActive - LoRa 4CBC9831E59DABF9,MaxActive - LoRa 4CBC9831E59DABF9,,,,PRW,,
